1000 10000
772 215 75
966 712 93
467 679 91
559 925 85
925 531 24
821 575 1
628 303 72
16 178 57
990 608 13
270 204 14
764 360 60
568 934 39
419 895 14
441 457 81
20 11 51
498 123 39
219 333 78
781 868 57
943 774 80
539 614 44
640 949 2
411 278 15
66 220 39
507 647 82
915 691 70
998 174 14
247 906 87
365 513 99
978 50 45
200 518 20
776 742 100
998 906 58
846 170 34
932 626 90
75 485 12
628 211 4
85 989 23
975 599 30
981 349 38
666 835 69
659 454 6
689 488 18
196 199 98
488 736 32
552 796 95
523 501 45
371 191 48
741 911 5
104 257 8
829 434 30
559 747 89
191 685 8
547 447 58
737 223 48
939 505 22
863 211 5
129 214 1
424 285 41
498 845 42
915 232 94
816 906 40
239 648 33
455 368 54
969 488 84
507 809 78
939 629 84
735 278 97
123 205 96
369 401 62
777 833 96
692 198 19
581 789 85
645 478 80
854 936 14
171 65 84
147 386 65
679 799 54
556 559 84
8 735 60
441 226 20
590 122 14
599 541 35
819 455 42
803 53 17
950 351 34
642 341 75
904 941 22
524 344 61
477 960 56
44 131 54
205 796 32
936 173 83
574 109 93
791 38 38
828 920 11
789 280 4
140 316 40
558 492 65
943 156 93
69 229 66
401 88 23
61 132 97
48 741 11
874 125 78
945 313 38
816 968 100
205 906 53
286 916 95
441 862 9
107 278 33
573 695 41
892 425 91
379 195 21
765 990 2
363 174 76
893 810 97
77 231 76
296 717 53
197 556 90
904 879 47
595 250 94
103 136 33
498 58 65
453 562 61
860 941 17
675 263 35
750 481 49
563 737 50
912 835 45
4 949 100
383 249 85
338 433 47
295 562 47
347 667 66
402 766 31
998 919 22
314 345 82
511 640 74
16 364 21
272 498 32
474 807 2
976 45 21
165 810 72
785 329 85
623 612 55
311 822 44
629 404 2
492 610 84
551 900 13
52 496 47
760 711 11
804 728 63
314 481 6
217 711 18
983 917 40
534 678 13
245 909 6
867 1 9
540 705 18
851 512 5
670 715 19
30 259 29
831 789 26
576 470 94
86 409 95
87 908 60
274 118 53
444 951 55
198 559 12
719 319 23
556 494 77
527 222 52
550 600 72
73 431 92
560 671 77
481 336 46
601 956 82
888 997 21
383 494 81
124 287 52
604 193 60
91 506 39
133 533 1
595 79 28
456 809 27
612 456 88
714 569 21
283 548 84
559 484 58
600 114 71
584 89 42
877 514 67
985 35 57
851 677 41
411 31 14
171 445 75
975 609 47
507 964 53
473 525 80
861 7 95
961 486 43
279 368 92
590 11 17
477 884 84
371 480 6
558 256 5
421 242 39
423 467 68
502 922 79
442 544 100
521 703 95
19 505 93
886 808 66
469 671 76
719 117 2
61 134 34
735 935 42
60 348 44
94 260 53
94 170 73
231 479 83
686 338 3
510 545 30
792 946 31
673 314 72
28 884 66
89 695 13
959 328 67
3 844 21
581 402 44
996 428 51
678 992 84
398 631 35
826 536 14
60 34 100
436 379 23
660 336 83
142 586 37
973 849 33
459 667 49
670 300 23
188 461 2
277 55 88
348 591 72
164 48 1
894 203 41
346 630 47
714 880 13
475 448 33
330 59 33
14 646 30
180 160 17
922 36 31
896 766 20
200 528 93
836 576 10
338 670 74
510 613 69
156 89 79
959 714 33
562 634 90
523 719 59
298 285 50
607 842 42
791 650 26
112 531 73
529 861 20
645 976 34
166 780 80
949 412 25
273 178 42
678 335 60
679 229 6
189 379 39
794 11 90
965 963 26
486 991 73
276 214 44
211 976 37
170 320 13
738 858 30
18 430 60
927 248 2
181 16 71
855 999 32
408 475 91
213 212 99
757 119 93
279 937 18
238 914 88
122 18 31
297 346 96
643 820 20
558 488 13
90 617 65
304 76 77
936 965 77
899 775 21
742 40 3
590 832 15
126 273 20
129 283 1
519 525 10
900 871 81
453 953 22
811 212 62
825 788 84
836 981 36
863 616 40
876 489 11
611 882 24
261 228 73
811 348 2
905 198 22
790 312 5
862 72 64
466 128 24
665 241 43
720 940 42
412 992 47
370 865 91
909 969 43
350 91 4
47 131 26
171 813 24
572 80 90
942 816 62
372 468 26
292 691 57
346 888 8
0 816 45
165 770 56
857 859 76
795 247 8
201 287 86
177 744 43
743 258 23
617 515 59
78 523 13
687 525 95
131 777 15
80 954 27
148 786 65
18 93 67
848 181 51
911 510 85
16 55 78
624 169 35
72 162 37
997 938 95
811 277 57
860 937 61
611 626 31
125 1 49
804 738 75
144 221 26
477 13 76
549 809 46
101 995 93
296 76 68
837 849 3
752 983 98
892 942 84
637 147 69
102 828 4
712 668 34
684 597 81
546 126 58
24 579 59
559 236 88
430 692 88
348 891 98
796 749 61
541 234 11
835 514 62
15 369 69
851 356 34
728 784 61
879 151 62
133 529 8
984 42 42
828 652 96
774 180 69
153 910 55
367 363 10
464 675 91
723 789 85
63 464 77
532 917 37
695 594 79
983 946 87
768 635 63
406 333 38
326 620 5
607 793 88
909 785 74
665 81 23
23 536 65
913 318 78
34 366 74
884 216 21
841 722 13
532 811 98
652 437 51
650 111 71
971 482 67
798 129 99
859 107 38
678 821 68
808 886 45
377 929 28
928 265 1
249 667 79
395 133 49
254 100 15
61 360 20
906 593 75
868 418 71
530 495 20
361 96 28
336 351 56
602 609 50
554 426 57
201 163 41
711 580 8
35 921 55
941 255 63
785 250 34
76 349 99
702 293 85
682 63 42
825 505 62
33 833 15
130 33 74
530 12 1
957 71 68
228 881 86
527 441 88
919 800 3
246 549 72
641 327 82
739 544 51
712 400 58
566 820 43
8 797 79
425 687 35
755 33 44
745 654 61
517 90 23
825 763 77
601 358 8
381 591 50
147 382 66
154 579 40
79 650 36
809 884 67
445 813 98
324 766 88
741 233 14
15 276 16
822 125 14
926 78 64
179 479 91
650 935 1
407 777 2
519 229 48
403 662 99
838 181 10
966 752 93
646 451 32
567 298 68
813 931 54
134 485 89
399 650 70
640 485 14
125 972 22
143 347 73
202 288 52
633 857 21
370 119 81
887 946 64
958 62 82
963 22 47
827 402 18
127 442 27
928 843 48
439 611 13
167 126 90
830 464 12
259 841 64
887 139 36
126 542 68
462 758 21
671 145 87
530 408 37
920 860 89
206 129 58
159 468 27
180 429 13
21 6 43
730 788 16
705 753 75
649 909 45
817 300 64
409 525 89
32 945 79
893 865 57
411 476 42
760 916 80
793 21 45
989 256 38
800 395 33
255 240 91
669 741 16
220 223 3
670 784 87
594 688 68
394 49 99
879 149 33
273 487 55
601 669 2
324 143 41
475 408 93
819 249 60
446 351 96
472 984 49
606 946 32
519 753 59
462 474 78
317 414 27
321 758 38
584 808 96
241 208 76
132 695 45
968 341 96
529 148 4
57 889 68
508 653 45
356 977 55
361 293 5
570 475 70
459 315 55
185 245 70
979 135 64
125 377 59
131 635 39
583 453 41
534 390 36
493 968 60
649 388 72
568 44 44
659 526 16
315 366 20
246 801 90
363 619 20
43 443 3
348 819 69
989 667 83
804 322 12
176 0 82
900 642 67
751 957 44
638 151 28
458 719 84
153 96 62
201 154 49
331 741 27
214 245 39
171 705 68
288 275 74
235 696 9
721 708 85
317 701 45
526 158 25
674 58 42
415 50 61
533 716 91
868 403 52
26 198 49
744 455 39
515 513 52
622 229 63
422 845 92
418 726 7
401 115 29
91 195 26
285 208 57
13 197 40
901 255 53
215 661 95
200 427 35
973 657 31
31 59 52
717 859 82
172 831 70
864 218 100
688 200 100
110 891 3
249 916 16
127 181 83
174 61 95
880 718 37
73 409 18
308 153 32
106 181 92
268 542 19
878 370 33
186 160 81
126 691 54
260 759 7
169 39 5
565 55 66
120 31 77
233 779 44
456 755 52
418 364 64
29 31 86
930 265 79
550 570 50
327 347 85
113 666 16
256 159 100
746 539 74
671 555 59
168 292 38
388 68 99
619 910 77
153 719 75
542 186 21
61 722 59
567 493 32
144 412 25
569 957 82
570 871 60
65 154 31
34 661 27
575 78 53
863 192 5
729 855 91
890 26 19
95 286 64
867 144 38
240 433 24
746 617 92
280 394 51
92 862 34
23 878 7
919 918 75
645 368 67
523 732 23
757 114 61
45 278 99
898 361 28
592 225 39
464 897 25
616 402 88
327 630 47
180 281 66
418 222 58
220 531 53
583 786 66
151 540 92
509 407 65
413 969 80
975 409 85
695 496 4
716 797 18
955 166 94
705 607 71
145 157 99
21 442 62
114 971 42
66 198 28
695 125 15
257 630 85
157 826 83
756 377 28
115 870 80
714 294 56
258 945 77
802 417 51
158 113 20
210 10 65
435 581 88
680 878 11
446 785 15
594 412 17
177 445 42
626 573 25
42 643 55
151 679 39
752 569 86
220 538 40
178 302 1
287 303 63
295 391 82
425 300 5
811 867 73
940 908 29
979 684 80
170 415 76
793 345 86
571 354 66
402 293 91
545 861 29
512 273 81
839 199 96
684 700 63
703 588 1
993 95 70
4 279 11
892 433 53
936 66 65
90 410 71
496 999 16
784 367 92
16 936 15
274 434 4
820 147 88
416 82 77
483 951 4
709 826 21
214 56 15
550 645 89
818 55 71
868 913 64
612 632 52
195 881 17
957 61 67
21 614 19
928 853 74
688 463 22
591 904 20
330 851 79
515 283 13
359 751 20
918 288 37
176 76 99
916 316 54
885 764 83
901 471 28
767 768 61
919 721 81
620 51 93
233 789 6
684 117 4
582 487 58
376 778 63
298 278 29
223 47 67
317 909 41
709 217 4
462 489 86
709 528 68
246 69 95
989 366 55
882 239 48
734 600 77
953 27 2
351 922 69
612 878 11
50 135 56
862 482 91
92 337 28
70 515 65
79 518 8
820 392 50
691 278 16
694 284 41
673 257 50
704 107 75
804 364 48
688 261 61
435 296 72
191 156 18
479 28 58
862 895 93
448 111 85
961 944 57
317 519 97
801 329 6
173 949 2
822 509 7
122 749 14
919 582 94
846 278 66
189 307 77
746 573 25
733 689 86
261 285 19
270 337 23
296 809 14
667 907 8
709 77 8
197 622 33
184 31 1
220 113 100
217 411 20
315 815 96
469 919 5
482 102 58
568 83 3
962 917 39
626 32 93
498 788 98
277 120 65
958 364 27
493 509 31
781 935 91
943 861 87
267 392 76
451 148 49
637 155 92
719 572 50
769 781 61
919 129 35
75 650 64
443 863 50
447 694 40
627 492 32
913 626 40
12 417 31
355 251 83
96 885 2
133 430 17
979 87 27
714 824 94
42 66 21
740 946 26
953 636 58
401 878 32
40 793 63
47 170 90
948 387 5
823 600 32
942 855 71
214 904 82
325 569 77
812 996 21
991 346 43
986 775 52
756 670 87
59 711 93
536 89 65
253 884 83
932 309 5
273 260 91
211 521 42
290 624 21
137 906 23
859 410 85
372 915 73
424 530 60
67 161 37
661 75 84
942 219 78
990 30 44
648 169 96
850 224 32
578 360 47
163 124 42
661 255 45
135 345 54
795 16 81
726 640 99
162 163 9
317 431 67
507 360 30
90 416 45
74 843 35
550 916 43
509 805 72
798 287 90
505 95 41
185 610 90
301 370 88
663 828 11
287 789 49
91 286 81
887 367 54
610 460 36
449 602 97
954 107 70
97 20 94
59 681 8
225 304 54
345 841 39
367 541 46
454 455 69
514 246 41
393 154 79
470 555 34
416 676 45
417 813 21
403 944 47
943 623 69
773 523 28
258 100 37
40 539 47
293 888 91
950 175 4
102 903 22
13 565 32
99 108 78
247 494 61
519 791 61
655 888 77
423 723 100
831 957 55
142 334 68
6 174 9
903 195 22
21 924 80
410 365 89
78 740 12
113 429 53
510 855 59
69 632 29
953 594 73
206 629 84
557 358 10
54 328 63
870 704 98
262 291 41
86 740 2
249 63 4
17 60 53
678 65 30
393 579 62
387 821 47
25 478 21
199 207 38
376 546 19
745 364 60
585 268 25
596 829 59
564 98 35
139 697 27
373 836 37
540 580 61
387 270 4
360 254 2
347 906 27
770 821 21
256 501 19
550 134 9
286 392 33
943 248 87
16 166 86
330 146 20
492 906 88
85 336 87
44 24 86
768 402 28
649 44 54
761 83 87
229 376 67
348 433 67
358 985 16
42 617 91
304 108 25
994 227 35
308 176 71
939 897 99
355 594 17
822 722 54
808 798 16
217 54 49
879 289 33
618 274 47
653 729 88
770 478 76
291 12 71
867 597 48
119 618 64
646 748 71
911 656 30
293 709 94
735 375 83
276 840 30
282 114 48
167 125 49
832 853 68
714 478 96
565 512 2
664 36 89
421 683 80
689 256 29
381 776 17
274 382 43
120 808 98
838 660 38
499 500 62
284 396 72
822 441 90
64 114 29
242 713 52
667 507 9
235 598 98
371 373 40
625 274 100
291 212 83
48 485 32
698 910 44
169 404 39
694 520 69
513 504 40
570 381 8
670 635 86
52 327 16
625 654 89
220 771 5
240 456 89
821 318 30
208 228 98
510 878 44
409 986 37
379 539 56
79 949 86
208 604 15
457 332 71
868 929 48
306 147 67
949 360 6
343 31 17
448 573 14
853 172 64
380 705 48
504 99 1
91 329 43
112 307 27
771 140 49
167 470 15
136 86 71
306 865 95
997 841 38
61 581 9
871 94 43
206 590 3
675 951 37
566 72 72
741 571 76
297 10 20
311 534 52
556 593 71
348 178 74
374 603 31
658 44 69
956 792 53
854 470 87
555 545 79
923 796 100
109 150 15
595 476 4
629 992 49
504 682 99
922 140 5
459 556 34
255 828 42
476 47 25
413 455 94
277 168 53
309 892 47
592 235 43
698 263 9
500 862 65
784 167 63
736 188 33
144 167 75
136 948 84
349 397 59
541 43 67
24 139 25
735 765 38
162 214 46
371 24 24
961 776 98
928 904 91
53 642 27
330 197 99
81 580 35
373 416 80
598 160 38
807 35 74
753 483 11
242 133 94
6 791 74
937 922 25
190 228 92
36 146 100
60 717 21
866 600 13
755 831 17
13 363 55
989 172 54
704 381 48
683 216 90
362 344 79
782 280 40
48 0 64
226 190 91
913 263 34
924 502 47
761 912 46
355 106 38
638 851 3
206 756 28
591 821 79
845 577 92
408 802 85
621 58 100
76 118 90
795 286 24
457 519 32
776 664 29
8 410 70
882 322 32
269 69 81
571 609 18
691 568 60
100 330 73
932 771 65
753 68 73
493 392 61
317 910 22
639 151 79
308 448 9
760 274 53
370 827 23
45 575 2
372 574 23
457 367 58
719 140 6
718 780 62
603 231 22
679 50 7
300 187 81
977 891 86
200 226 64
609 582 45
356 550 52
712 545 72
236 507 52
466 177 85
431 253 26
367 624 28
132 394 64
588 601 18
799 891 73
954 570 27
339 85 76
145 541 4
399 633 42
661 42 34
129 444 45
443 830 25
697 543 29
6 720 38
629 766 6
664 898 62
225 108 9
130 966 88
221 145 67
225 317 82
442 820 64
123 742 81
395 68 44
420 105 57
22 589 63
190 338 92
191 885 64
409 675 76
933 278 2
598 250 29
844 105 29
798 598 58
250 660 4
326 585 66
985 643 50
802 706 100
626 894 53
663 70 11
187 856 65
721 968 88
680 8 46
488 405 64
707 725 37
484 793 76
910 257 68
723 362 89
660 556 30
723 532 30
775 990 58
929 945 17
559 803 98
22 379 81
262 948 86
412 744 86
123 107 31
507 371 57
154 747 89
37 311 72
43 229 19
365 40 73
791 824 26
441 234 96
511 858 18
880 870 40
969 862 4
443 3 46
916 595 77
406 234 43
446 623 95
523 775 42
48 452 90
473 915 63
949 3 59
772 388 43
386 630 63
438 760 91
646 360 39
738 308 48
454 68 84
442 589 30
952 808 70
876 47 39
8 793 32
173 652 91
235 719 66
436 93 71
898 784 76
168 721 74
368 284 46
316 935 15
448 145 58
459 367 6
846 599 28
918 734 87
573 795 72
80 730 62
688 894 100
454 729 12
143 579 68
453 619 67
400 892 96
274 119 92
704 958 62
190 610 43
468 228 11
918 749 74
206 111 14
547 881 39
214 298 79
819 450 64
370 172 38
264 542 90
985 311 47
909 707 25
138 884 12
875 754 76
97 550 59
82 589 23
745 495 1
351 864 64
528 204 68
592 739 3
285 481 86
920 441 39
468 979 93
274 698 42
864 268 86
744 421 32
734 81 75
367 513 82
766 570 72
146 269 72
99 461 75
737 888 57
761 697 67
492 274 10
356 577 81
871 772 14
608 439 72
885 618 62
506 401 42
715 877 59
951 964 6
372 15 72
502 503 19
929 530 68
334 192 21
101 413 39
395 317 95
337 960 27
561 675 66
382 19 87
978 541 45
178 431 51
469 877 30
548 664 69
878 594 61
76 766 10
103 916 52
443 595 69
649 329 74
539 496 28
664 89 28
790 292 94
645 239 9
55 614 88
716 584 96
235 138 49
104 475 55
351 743 93
403 150 59
723 287 33
874 371 27
766 59 27
288 876 54
333 575 85
759 968 39
312 624 81
464 595 99
135 462 95
201 155 92
818 571 68
424 810 51
64 102 89
781 375 21
834 427 12
345 730 68
426 505 67
982 423 78
991 617 40
608 571 65
489 804 4
23 773 51
101 192 86
356 16 72
307 264 65
299 808 14
624 508 10
475 971 58
481 240 90
750 688 92
124 328 15
156 591 85
496 421 25
665 416 49
499 205 38
790 154 16
377 235 9
798 899 18
490 206 68
900 904 60
651 961 24
597 472 99
740 291 27
94 207 18
18 725 15
630 94 86
29 673 79
419 1 7
364 961 68
706 240 49
78 696 66
95 367 84
105 986 81
206 179 13
213 101 31
140 486 90
88 576 59
370 163 20
784 666 21
342 531 17
808 134 70
455 521 43
959 738 65
701 773 11
257 351 27
290 622 30
808 41 31
566 384 19
861 804 48
712 394 34
291 410 33
104 360 92
418 232 86
832 145 37
490 290 37
65 11 71
259 359 4
308 248 68
382 555 58
606 5 86
463 374 37
685 941 82
137 520 39
576 938 29
399 48 100
840 914 89
857 253 81
976 120 42
688 323 98
281 988 22
18 462 77
817 309 39
627 196 26
500 786 57
411 266 63
74 500 88
538 78 11
278 222 27
974 199 58
84 882 24
319 891 62
754 867 65
801 936 41
581 909 97
737 947 84
733 711 64
241 893 74
121 764 57
867 278 43
763 464 22
112 521 88
441 885 50
206 278 46
467 432 31
505 109 64
711 520 60
619 106 75
892 566 61
671 908 58
714 250 30
949 337 4
745 876 86
240 104 73
41 20 10
614 304 85
258 327 55
591 236 26
381 428 52
867 502 41
418 671 43
619 223 37
0 659 34
884 323 33
839 389 48
715 607 78
953 592 16
401 736 64
47 277 32
450 545 91
78 671 75
228 48 94
191 867 84
439 804 86
259 466 15
712 582 50
436 694 20
287 375 26
825 834 100
125 652 17
742 621 1
851 102 17
196 431 32
65 41 15
418 116 75
481 974 39
169 429 48
508 70 77
176 306 52
412 323 60
598 964 92
645 43 67
745 981 9
281 600 64
467 841 26
283 109 92
25 407 49
287 231 60
210 248 90
993 347 94
632 333 3
965 327 3
982 452 60
998 526 95
902 537 11
737 466 95
130 428 15
635 81 74
851 776 59
541 405 39
272 609 99
416 539 24
565 900 26
315 560 80
853 24 42
4 731 95
79 246 69
154 71 36
508 806 29
760 519 26
91 673 97
695 90 36
268 476 51
349 571 68
511 56 20
978 291 12
112 602 25
415 686 7
566 565 89
777 254 40
885 754 12
462 393 24
451 946 40
402 909 30
469 119 77
322 120 20
710 850 92
334 945 11
662 644 84
705 910 65
338 855 69
938 202 50
924 626 86
41 483 45
323 894 98
504 400 64
456 850 84
626 941 58
576 21 72
556 22 21
674 695 34
318 298 34
56 240 8
745 709 96
936 311 70
610 688 5
193 147 71
909 83 55
767 629 97
393 630 70
540 311 64
359 361 47
659 627 81
924 269 41
338 715 46
88 128 71
160 377 60
644 954 52
838 356 22
906 963 33
619 797 55
967 9 78
541 106 49
63 795 50
857 227 78
244 948 89
391 280 76
784 609 87
385 204 2
463 428 42
228 484 24
80 333 96
314 726 90
835 396 91
286 178 67
819 979 11
366 998 90
965 521 32
636 851 46
396 858 10
916 242 78
516 423 81
706 29 14
406 608 59
178 666 26
727 678 75
644 54 47
732 62 64
746 175 44
804 660 40
868 12 86
612 406 14
69 961 6
897 809 72
730 369 70
642 461 4
455 308 16
280 63 27
220 913 90
914 633 89
650 805 81
456 462 9
245 880 52
240 615 11
986 212 51
754 4 44
426 925 97
734 255 18
60 664 53
183 963 63
82 307 6
349 92 81
89 343 35
417 527 30
737 609 73
224 283 10
922 269 70
839 100 33
99 308 80
454 746 14
475 149 65
592 268 61
175 838 98
857 364 19
348 117 45
171 689 2
508 372 48
680 454 4
943 590 23
67 410 39
743 2 100
17 364 13
741 238 46
584 271 92
843 519 53
354 905 50
491 147 30
551 88 47
674 599 47
178 128 18
801 0 4
506 40 46
726 29 89
325 966 25
32 591 38
686 742 7
864 331 41
611 812 36
614 949 8
454 728 96
51 397 73
180 104 97
271 802 64
876 905 93
94 765 78
651 391 13
989 761 68
965 401 51
478 282 37
955 748 98
920 604 100
250 24 36
268 706 64
868 642 47
290 899 99
116 697 32
990 560 72
671 660 78
947 331 79
34 552 2
332 537 43
339 842 7
674 386 23
242 546 32
798 318 97
142 641 23
955 123 61
187 507 96
865 540 66
53 685 44
583 23 88
496 463 39
926 313 53
5 786 47
293 935 64
822 569 12
268 475 45
437 60 76
844 898 27
252 772 52
264 294 40
541 663 3
503 489 83
857 380 39
79 822 3
980 670 69
120 399 76
863 122 85
782 436 30
186 359 75
576 706 69
795 244 60
139 218 4
901 219 35
520 14 75
346 184 29
266 376 36
337 15 83
745 690 36
122 449 19
749 119 25
976 275 95
22 403 16
397 236 97
402 924 37
471 807 36
590 286 56
765 529 16
776 109 99
248 109 85
379 812 47
962 763 74
94 861 32
141 99 16
40 901 2
654 567 13
490 406 5
443 634 100
943 515 52
5 300 59
346 254 41
667 320 96
45 945 13
241 572 53
900 308 66
867 887 92
750 606 90
994 702 13
110 585 20
859 966 69
681 314 63
585 303 97
568 393 42
199 42 48
59 870 7
831 126 100
427 180 72
717 966 19
956 896 88
759 425 77
538 668 63
273 898 87
603 790 86
911 647 11
338 952 99
374 556 17
865 420 33
92 926 85
23 176 43
331 864 94
647 650 67
341 685 41
846 725 62
978 846 73
65 359 49
937 820 76
541 815 1
497 203 78
658 954 36
322 444 77
307 826 29
673 834 8
577 546 17
57 574 83
762 736 75
383 585 14
644 188 74
823 251 78
937 596 59
162 612 43
955 911 75
480 791 17
74 730 30
183 684 8
285 468 12
664 279 71
564 198 14
584 818 93
216 299 81
378 739 19
923 176 48
702 785 49
270 159 78
667 521 78
440 861 53
152 693 41
492 262 99
725 658 58
992 980 61
680 190 88
156 136 45
45 625 67
394 386 21
213 402 39
296 845 24
115 892 28
707 194 67
946 888 8
950 525 68
553 405 20
35 998 38
816 392 52
485 945 65
942 914 81
865 402 42
493 692 79
631 84 52
408 32 35
677 289 99
293 179 10
818 841 36
863 188 76
308 825 81
626 786 80
285 565 3
495 389 43
384 239 12
374 238 89
92 130 73
302 361 47
669 490 78
577 117 100
426 871 56
702 809 31
974 946 87
609 107 47
117 572 83
175 68 94
727 871 61
31 504 94
249 904 48
860 219 29
188 495 64
761 704 45
553 627 10
108 443 52
484 642 96
307 989 31
498 319 39
330 776 73
955 256 27
372 96 41
753 414 95
607 779 86
644 360 43
854 619 53
761 186 58
755 519 67
172 568 96
490 127 58
211 655 45
209 308 39
18 404 58
6 751 95
906 280 31
548 960 29
608 99 19
158 707 11
598 902 86
286 673 84
943 333 54
337 851 33
414 574 15
742 423 56
418 728 26
186 138 28
257 457 70
773 43 93
960 727 32
846 473 33
946 144 66
562 50 63
177 806 70
759 474 1
245 536 17
514 729 90
972 923 32
453 161 24
538 318 39
799 536 5
898 797 22
930 792 44
795 882 76
48 861 88
382 333 53
289 952 10
686 503 74
441 960 8
426 547 45
365 133 57
726 33 90
289 176 22
331 827 38
287 643 22
911 733 36
973 208 34
182 513 64
221 810 2
895 473 83
912 551 38
934 662 100
228 589 35
273 305 13
806 402 88
195 587 98
851 325 36
247 270 61
730 721 91
12 556 23
792 957 31
707 156 61
244 933 49
88 14 47
389 945 70
391 476 89
845 908 10
716 222 61
134 312 81
572 83 20
683 319 34
505 436 48
569 325 22
620 921 20
692 576 10
637 754 67
962 913 14
710 823 84
7 927 88
520 80 29
439 506 56
167 49 27
744 491 69
345 624 23
659 0 96
797 458 86
322 546 89
214 772 88
149 939 65
477 104 87
225 148 73
633 214 10
486 957 14
288 492 22
582 113 66
110 857 5
507 921 35
326 341 12
660 950 77
869 232 98
322 723 80
949 755 4
486 418 10
917 146 18
356 958 98
256 781 46
191 417 35
473 241 42
513 477 38
761 884 50
248 745 69
780 144 19
266 73 54
15 554 54
798 948 39
502 214 69
956 671 55
466 64 40
274 956 5
638 540 27
88 126 63
512 576 95
559 666 36
104 157 63
97 675 80
876 532 53
618 871 85
128 647 100
338 401 20
588 882 31
259 752 80
461 392 63
380 774 7
946 426 49
923 981 4
151 804 54
746 660 32
48 462 14
460 584 75
772 586 78
426 331 75
433 254 79
722 672 53
866 728 68
105 82 39
102 435 19
293 716 33
199 981 39
383 880 80
715 801 74
98 733 86
532 52 50
83 879 15
220 33 21
410 448 42
190 5 92
173 805 21
427 175 74
604 425 74
821 994 84
158 12 12
878 358 1
275 518 64
883 38 64
950 145 77
362 425 82
2 500 40
959 573 33
919 471 44
781 690 16
38 818 28
256 361 41
386 5 53
610 335 42
765 184 1
833 159 76
265 408 65
623 232 63
629 998 63
468 910 17
913 63 30
803 723 83
513 429 65
16 981 60
552 175 73
118 499 13
994 841 14
90 565 21
70 470 55
742 455 76
738 186 18
819 545 97
47 658 92
604 924 66
160 844 59
465 353 27
653 912 44
354 345 87
79 100 80
958 492 77
998 553 75
956 417 69
792 226 75
631 740 67
130 334 63
606 180 98
989 752 71
306 320 8
841 868 41
73 989 88
597 817 62
473 873 85
399 883 33
22 882 71
173 877 88
253 37 5
306 926 27
444 115 17
845 675 51
224 404 94
71 944 18
968 744 47
987 707 99
279 875 76
226 140 56
794 621 11
216 992 1
294 425 97
760 410 83
327 766 76
416 702 90
927 797 5
2 690 39
327 266 85
432 547 74
684 869 16
938 349 57
195 855 44
702 435 43
241 487 14
843 883 18
363 557 54
612 208 80
547 539 42
913 730 35
929 939 60
892 342 87
685 684 63
183 792 36
820 683 65
83 892 87
923 939 5
159 797 28
607 913 5
885 603 39
857 91 99
985 103 24
856 447 26
658 736 56
570 772 70
148 308 47
441 220 1
988 748 51
847 846 90
798 432 32
365 112 70
977 973 20
286 52 34
484 296 39
664 315 84
922 568 45
342 45 1
102 877 58
88 672 26
107 545 97
821 32 91
276 968 93
108 589 57
68 733 59
20 249 93
312 874 44
233 188 79
607 963 63
792 867 96
481 894 74
946 160 13
662 154 61
200 492 49
636 716 4
744 217 70
528 834 81
948 41 90
480 121 47
262 74 16
241 609 78
579 446 57
429 499 44
548 660 74
85 274 37
87 392 85
470 296 44
258 129 59
391 499 81
115 770 55
959 255 4
181 872 88
309 871 63
852 520 75
202 482 22
385 892 53
140 825 27
295 575 37
780 40 92
876 777 41
261 588 73
136 270 43
649 46 95
482 942 20
181 736 24
910 107 2
952 149 54
412 246 83
234 911 98
365 441 7
415 707 55
489 391 94
666 392 23
450 425 96
392 168 16
816 294 100
705 119 51
940 981 82
453 213 25
375 39 92
137 388 11
255 44 9
922 510 55
457 440 19
456 834 18
648 790 54
607 257 94
425 956 32
646 597 33
598 999 90
860 628 7
162 43 44
4 357 50
182 750 98
541 45 19
491 107 53
831 116 7
777 603 94
681 316 91
429 768 10
987 634 29
754 323 67
150 381 70
385 540 20
660 688 93
762 80 31
160 938 28
122 675 49
425 142 31
22 884 96
939 969 85
685 490 8
175 50 48
924 83 18
176 488 90
991 90 70
970 184 25
771 617 14
672 930 56
425 4 9
592 789 83
847 889 26
824 394 83
154 274 12
270 157 91
127 81 30
951 47 95
547 560 9
552 827 77
960 635 9
87 349 9
439 833 34
70 979 18
441 554 33
443 101 27
417 911 6
410 456 70
193 623 18
644 995 9
541 334 86
345 318 79
692 990 74
824 281 98
537 74 33
623 457 79
48 900 22
119 172 45
973 463 76
309 201 18
366 756 2
566 332 67
888 235 27
879 240 11
114 472 81
645 112 74
237 171 2
814 923 11
78 375 73
853 896 96
200 218 1
328 732 32
54 854 70
540 694 71
974 719 81
547 54 92
602 419 94
518 891 23
590 527 32
292 728 26
35 10 71
989 979 44
977 346 29
865 235 50
177 543 57
895 168 79
335 63 60
564 5 49
42 268 41
603 669 43
492 254 70
112 760 100
899 194 57
405 396 61
531 142 78
982 472 72
390 954 68
869 707 64
177 85 48
947 16 43
810 21 59
446 513 97
401 689 1
17 956 32
115 709 26
120 72 18
442 53 90
936 465 73
50 614 74
77 822 13
648 464 18
735 530 86
576 660 77
681 542 13
123 918 46
223 495 48
115 478 15
492 12 18
317 180 94
521 346 83
195 603 64
878 103 12
429 411 59
110 347 84
500 727 12
786 954 34
515 328 66
533 308 50
45 505 79
689 973 49
793 749 40
67 45 79
162 688 1
190 974 50
704 331 92
567 82 41
